age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
67,management,married,unknown,no,1559,no,no,telephone,5,may,221.0,5,,0,unknown,no
33,blue-collar,married,secondary,no,243,yes,no,cellular,17,apr,239.0,1,,0,unknown,no
37,management,single,tertiary,no,567,yes,no,cellular,11,may,155.0,1,,0,unknown,no
50,housemaid,married,secondary,no,1147,no,no,cellular,22,may,343.0,2,,1,other,yes
58,management,married,tertiary,no,1150,no,no,cellular,15,oct,123.0,1,,0,unknown,no
44,technician,married,secondary,no,1680,yes,no,cellular,8,apr,1190.0,1,,0,unknown,yes
34,management,single,tertiary,no,1271,yes,yes,cellular,3,jun,194.0,3,,6,failure,no
47,blue-collar,divorced,primary,no,233,yes,no,cellular,13,may,323.0,2,,1,failure,no
38,technician,single,tertiary,no,664,yes,no,cellular,7,apr,1293.0,1,,0,unknown,no
31,management,married,tertiary,no,97,no,no,cellular,28,dec,310.0,1,,2,success,yes
30,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,54.0,1,,1,failure,no
52,management,married,tertiary,no,645,yes,no,cellular,8,sep,175.0,3,,0,unknown,yes
34,management,married,tertiary,no,636,yes,yes,unknown,11,jan,110.0,1,,1,failure,no
33,student,single,tertiary,no,2406,no,no,telephone,12,aug,135.0,1,,9,success,no
33,technician,single,tertiary,no,221,yes,yes,cellular,6,may,100.0,1,,0,unknown,no
58,self-employed,married,secondary,no,1211,yes,no,cellular,14,may,141.0,1,,7,failure,no
31,blue-collar,single,primary,no,194,yes,no,cellular,12,may,225.0,3,,2,failure,no
34,admin.,single,tertiary,no,346,yes,no,cellular,12,may,58.0,2,,4,failure,no
28,student,single,tertiary,no,255,no,no,cellular,11,aug,369.0,1,,4,success,yes
49,management,married,tertiary,no,1501,yes,no,cellular,15,may,301.0,1,,0,unknown,no
23,technician,single,secondary,no,145,yes,no,cellular,18,sep,92.0,5,,2,success,no
32,services,single,tertiary,no,2907,yes,no,cellular,10,mar,106.0,1,,7,other,yes
42,management,single,tertiary,no,2495,yes,yes,cellular,20,apr,778.0,2,,0,unknown,no
22,student,single,secondary,no,222,no,no,cellular,9,oct,259.0,1,,1,failure,no
30,management,single,tertiary,no,192,yes,no,cellular,5,may,335.0,2,,0,unknown,no
40,unknown,single,unknown,no,1233,no,no,cellular,3,sep,271.0,1,,1,failure,yes
29,blue-collar,married,secondary,no,896,yes,no,cellular,17,apr,228.0,2,,1,failure,no
33,admin.,married,secondary,no,0,yes,no,cellular,11,may,522.0,2,,5,failure,no
42,blue-collar,divorced,primary,no,365,yes,no,cellular,12,may,551.0,1,,0,unknown,yes
37,services,divorced,secondary,no,5731,yes,no,cellular,13,may,1156.0,2,,1,failure,yes
50,admin.,divorced,secondary,no,4721,yes,no,cellular,28,dec,95.0,2,,5,other,no
49,entrepreneur,married,primary,no,2331,yes,yes,telephone,8,may,599.0,2,,0,unknown,no
40,blue-collar,divorced,secondary,no,523,yes,no,cellular,15,may,81.0,3,,2,failure,no
50,services,married,unknown,no,195,yes,no,cellular,22,jul,138.0,2,,6,other,yes
41,services,married,tertiary,no,1311,no,no,cellular,6,oct,200.0,3,,0,unknown,no
65,retired,married,unknown,no,8725,no,no,cellular,19,oct,169.0,1,,0,unknown,yes
38,blue-collar,married,secondary,no,-576,yes,no,cellular,20,apr,111.0,1,,5,failure,no
39,blue-collar,single,secondary,no,-63,yes,no,cellular,7,may,269.0,3,,3,failure,no
45,blue-collar,single,tertiary,no,1287,yes,no,cellular,14,may,63.0,2,,2,success,no
45,management,married,tertiary,no,0,yes,no,cellular,27,may,188.0,1,,0,unknown,yes
53,technician,married,secondary,no,3419,no,no,cellular,23,sep,323.0,1,,2,failure,no
76,retired,married,unknown,no,0,no,no,telephone,8,jul,99.0,2,,0,unknown,no
23,student,single,secondary,no,2773,no,no,cellular,30,sep,292.0,1,,1,success,yes
54,retired,married,secondary,no,3133,yes,no,cellular,15,jun,341.0,1,,1,success,yes
33,management,single,tertiary,no,966,no,no,cellular,5,jun,394.0,2,,3,success,yes
33,management,single,tertiary,no,765,yes,no,cellular,5,may,288.0,2,,0,unknown,no
31,management,single,tertiary,no,3931,no,no,cellular,28,jan,216.0,3,,1,success,yes
42,blue-collar,married,primary,no,560,yes,yes,cellular,20,apr,467.0,3,,8,failure,no
25,technician,single,secondary,no,1831,no,no,cellular,23,sep,172.0,7,,1,failure,no
52,management,single,unknown,no,1849,no,no,cellular,7,sep,2182.0,2,,2,failure,yes
34,technician,single,secondary,no,580,no,no,unknown,12,feb,7.0,1,,2,failure,no
47,housemaid,divorced,tertiary,no,61,yes,no,cellular,6,may,153.0,1,,2,failure,no
59,housemaid,divorced,primary,no,372,yes,no,cellular,11,may,197.0,7,,0,unknown,no
42,blue-collar,married,secondary,no,106,yes,no,cellular,9,apr,165.0,1,,1,failure,no
38,blue-collar,married,secondary,no,190,yes,no,telephone,8,may,32.0,1,,0,unknown,no
30,management,married,tertiary,no,630,no,no,cellular,30,apr,83.0,1,,1,other,no
34,management,married,tertiary,no,1851,yes,no,cellular,13,may,89.0,1,,0,unknown,no
49,technician,married,secondary,no,9327,no,no,cellular,4,nov,2160.0,1,,1,failure,yes
38,admin.,married,tertiary,no,535,no,no,cellular,13,aug,181.0,1,,2,failure,yes
34,management,married,tertiary,no,935,no,no,cellular,9,nov,136.0,1,,2,success,no
61,retired,married,secondary,no,48,no,no,cellular,27,aug,350.0,1,,0,unknown,yes
30,blue-collar,single,secondary,no,200,no,no,cellular,30,apr,159.0,1,,0,unknown,no
55,technician,divorced,secondary,no,294,no,no,cellular,11,dec,181.0,3,,0,unknown,yes
43,self-employed,divorced,tertiary,no,14134,no,no,cellular,15,oct,332.0,3,,1,failure,yes
34,admin.,single,secondary,no,1016,yes,no,cellular,5,apr,41.0,1,,1,failure,no
32,technician,single,secondary,no,133,no,no,cellular,6,may,156.0,1,,1,failure,no
27,student,single,secondary,no,913,yes,no,cellular,11,may,439.0,2,,3,other,no
31,unemployed,married,secondary,no,4198,no,no,telephone,9,sep,167.0,1,,1,other,no
40,blue-collar,married,primary,no,219,yes,no,cellular,12,may,100.0,3,,7,failure,no
33,technician,married,secondary,no,1114,yes,no,cellular,2,jun,150.0,1,,6,other,no
35,technician,divorced,secondary,no,111,yes,no,cellular,5,may,676.0,1,,1,other,no
39,unemployed,single,tertiary,no,84,yes,no,cellular,11,may,191.0,1,,0,unknown,no
33,technician,single,secondary,no,194,yes,no,cellular,15,may,207.0,1,,0,unknown,no
29,technician,single,secondary,no,1962,yes,no,cellular,4,aug,125.0,3,,12,success,no
44,blue-collar,married,primary,no,1381,yes,no,cellular,13,may,472.0,2,,1,failure,no
29,technician,married,secondary,no,255,yes,no,cellular,25,may,293.0,6,,0,unknown,no
63,admin.,divorced,secondary,no,1255,no,no,telephone,15,jun,146.0,1,,4,failure,no
46,blue-collar,divorced,secondary,no,978,yes,no,cellular,20,apr,327.0,1,,0,unknown,no
34,management,married,tertiary,no,139,no,yes,cellular,1,jun,246.0,1,,1,failure,yes
54,technician,married,secondary,no,7462,no,no,cellular,19,oct,114.0,1,,0,unknown,no
35,self-employed,single,tertiary,no,3410,yes,no,telephone,13,may,28.0,1,,0,unknown,no
29,management,single,tertiary,no,1076,no,no,cellular,9,mar,151.0,1,,0,unknown,yes
31,blue-collar,single,secondary,no,1699,yes,no,cellular,6,may,102.0,2,,8,failure,no
43,technician,single,secondary,no,2083,yes,no,cellular,20,apr,298.0,1,,0,unknown,no
32,technician,single,tertiary,no,3267,yes,no,telephone,13,may,937.0,3,,1,failure,no
51,admin.,married,secondary,no,547,no,no,cellular,25,nov,238.0,1,,0,unknown,yes
33,admin.,single,secondary,no,246,yes,no,cellular,11,may,252.0,1,,1,failure,no
46,management,divorced,tertiary,no,1781,no,no,cellular,3,aug,333.0,3,,2,success,no
55,technician,married,secondary,no,315,yes,no,cellular,30,oct,125.0,1,,0,unknown,yes
50,blue-collar,married,primary,no,2076,no,no,cellular,28,jun,101.0,3,,1,failure,no
40,blue-collar,married,secondary,no,1564,yes,no,cellular,17,apr,318.0,1,,1,failure,no
60,retired,married,primary,no,111,no,no,telephone,5,jun,120.0,1,,0,unknown,no
35,technician,married,secondary,no,520,yes,no,cellular,17,jun,162.0,2,,5,failure,no
31,blue-collar,single,secondary,no,10,yes,no,telephone,18,may,20.0,3,,3,failure,no
42,technician,single,secondary,no,1316,no,no,cellular,30,apr,160.0,1,,0,unknown,yes
32,admin.,divorced,secondary,no,71,yes,no,cellular,18,may,265.0,1,,0,unknown,no
37,management,married,tertiary,no,294,yes,no,cellular,2,apr,226.0,3,,1,success,yes
44,services,married,secondary,no,318,yes,no,cellular,11,aug,254.0,1,,1,success,no
48,self-employed,single,tertiary,no,5818,yes,no,cellular,13,may,172.0,1,,13,failure,no
40,blue-collar,married,primary,no,268,yes,no,cellular,15,may,87.0,2,,0,unknown,no
30,student,single,secondary,no,896,no,no,cellular,12,aug,334.0,3,,3,other,no
48,management,divorced,tertiary,no,2776,yes,no,cellular,9,sep,112.0,2,,0,unknown,no
27,management,married,secondary,no,254,yes,no,cellular,2,jun,91.0,1,,1,failure,no
42,management,single,secondary,no,2259,yes,no,cellular,15,may,159.0,3,,2,other,no
51,blue-collar,married,secondary,no,2764,no,no,telephone,1,jun,373.0,2,,2,failure,no
71,retired,single,secondary,no,471,no,no,telephone,22,oct,876.0,2,,0,unknown,yes
34,technician,married,secondary,no,3648,yes,no,cellular,5,oct,532.0,1,,1,failure,yes
38,management,divorced,tertiary,no,7200,yes,no,cellular,4,may,67.0,5,,1,success,no
50,management,married,tertiary,no,11,no,no,cellular,26,aug,245.0,1,,0,unknown,no
55,admin.,divorced,tertiary,no,1675,no,no,cellular,2,jun,139.0,1,,2,failure,no
29,services,single,secondary,no,179,yes,no,telephone,14,may,32.0,2,,2,failure,no
35,management,married,tertiary,no,766,yes,no,cellular,6,may,222.0,3,,0,unknown,no
35,admin.,divorced,secondary,no,490,yes,no,cellular,17,apr,127.0,1,,1,failure,no
33,blue-collar,married,primary,no,142,yes,no,cellular,13,may,197.0,2,,1,failure,no
54,technician,married,secondary,no,3608,yes,no,cellular,19,feb,295.0,1,,5,failure,yes
52,technician,divorced,secondary,no,2822,no,no,cellular,21,apr,147.0,2,,4,failure,yes
51,housemaid,married,secondary,no,8533,no,no,cellular,4,nov,213.0,1,,1,success,yes
28,management,single,tertiary,no,136,yes,no,telephone,11,may,137.0,1,,3,success,no
53,blue-collar,married,primary,no,0,yes,no,telephone,11,may,370.0,2,,0,unknown,no
30,technician,single,secondary,no,8432,yes,no,cellular,30,apr,181.0,1,,1,success,no
50,technician,married,tertiary,no,585,no,no,cellular,28,aug,215.0,2,,5,success,no
57,retired,divorced,primary,no,372,no,no,telephone,12,jul,116.0,2,,8,success,no
30,blue-collar,single,tertiary,no,0,yes,no,cellular,12,may,127.0,1,,0,unknown,no
58,services,divorced,primary,no,170,yes,no,telephone,8,may,35.0,2,,1,failure,no
50,management,married,secondary,no,1536,no,no,cellular,12,aug,117.0,3,,0,unknown,no
54,management,married,tertiary,no,2354,yes,no,telephone,6,may,172.0,1,,0,unknown,no
30,blue-collar,single,secondary,no,0,yes,no,telephone,11,may,215.0,3,,0,unknown,no
57,retired,married,tertiary,no,519,no,no,cellular,2,jun,143.0,1,,2,success,no
42,admin.,married,tertiary,no,2144,no,no,cellular,30,apr,327.0,1,,7,failure,yes
50,blue-collar,married,secondary,no,2467,yes,no,cellular,1,jun,194.0,2,,12,other,no
59,management,divorced,tertiary,no,113,no,no,cellular,4,jun,412.0,2,,0,unknown,no
36,blue-collar,single,tertiary,no,3652,no,no,cellular,1,sep,122.0,1,,0,unknown,no
36,blue-collar,single,secondary,no,805,yes,no,unknown,7,sep,173.0,1,,2,success,no
49,blue-collar,single,primary,no,348,no,no,cellular,28,aug,350.0,1,,5,other,yes
36,unemployed,single,tertiary,no,660,no,no,cellular,21,apr,92.0,1,,1,failure,no
38,management,married,tertiary,no,3729,no,no,cellular,5,jun,149.0,3,,4,success,yes
36,entrepreneur,married,tertiary,no,1844,yes,no,cellular,6,may,49.0,5,,8,other,no
37,management,married,tertiary,no,2,no,no,cellular,15,jun,185.0,2,,4,success,no
31,management,single,tertiary,no,1,yes,no,unknown,27,sep,174.0,1,,1,failure,no
25,services,single,secondary,no,1547,yes,no,cellular,20,apr,116.0,1,,1,failure,no
27,management,single,tertiary,no,3663,no,no,unknown,30,mar,11.0,1,,0,unknown,no
57,self-employed,married,secondary,no,340,yes,no,cellular,5,aug,88.0,1,,2,failure,yes
59,management,married,tertiary,no,318,no,no,cellular,22,may,230.0,1,,0,unknown,no
42,services,divorced,secondary,no,5802,yes,no,cellular,15,jun,91.0,1,,4,other,no
41,services,married,primary,no,476,yes,no,cellular,6,may,1495.0,1,,1,failure,yes
30,management,single,tertiary,no,616,no,no,cellular,4,mar,255.0,1,,1,success,yes
29,technician,single,tertiary,no,259,no,no,cellular,16,jun,158.0,1,,1,other,yes
62,management,married,tertiary,no,1285,no,no,telephone,2,nov,301.0,5,,2,success,no
32,services,married,tertiary,no,920,yes,no,cellular,31,aug,223.0,2,,4,other,no
48,management,married,tertiary,no,1188,no,no,cellular,29,sep,119.0,1,,0,unknown,no
35,technician,married,secondary,no,985,yes,no,cellular,4,jun,110.0,1,,3,other,no
38,technician,married,unknown,no,1830,no,no,cellular,27,jan,139.0,2,,7,other,yes
29,technician,single,secondary,no,2,yes,yes,cellular,18,may,833.0,1,,0,unknown,yes
35,technician,married,tertiary,no,525,yes,no,cellular,11,may,272.0,4,,1,other,no
25,management,single,tertiary,no,2823,no,no,cellular,10,aug,105.0,1,,0,unknown,no
49,admin.,married,tertiary,no,1363,no,no,cellular,28,jan,721.0,4,,1,failure,yes
62,blue-collar,married,secondary,no,9329,no,no,cellular,14,jul,105.0,1,,0,unknown,no
79,retired,divorced,primary,no,3904,no,no,telephone,8,sep,295.0,3,,1,success,yes
23,blue-collar,single,secondary,no,2851,yes,yes,cellular,18,may,95.0,1,,1,failure,no
25,admin.,single,secondary,no,0,no,no,cellular,29,apr,205.0,1,,2,other,yes
48,admin.,divorced,secondary,no,25,yes,no,cellular,15,may,31.0,7,,5,failure,no
24,student,single,secondary,no,5969,no,no,cellular,20,apr,271.0,2,,5,other,no
32,admin.,married,secondary,no,654,yes,no,cellular,21,dec,111.0,1,,0,unknown,no
57,management,divorced,tertiary,no,678,no,no,cellular,26,may,69.0,2,,5,failure,no
33,blue-collar,single,secondary,no,632,yes,no,cellular,18,may,99.0,2,,0,unknown,no
33,blue-collar,married,secondary,no,-490,yes,no,cellular,14,may,908.0,2,,2,failure,no
30,technician,married,secondary,no,255,no,no,cellular,25,feb,342.0,2,,1,success,yes
36,admin.,single,secondary,no,13159,yes,no,cellular,14,may,207.0,1,,5,failure,no
35,admin.,married,secondary,no,-163,yes,no,cellular,7,may,457.0,1,,2,failure,yes
27,technician,single,secondary,no,121,no,no,cellular,30,apr,181.0,1,,2,failure,yes
41,blue-collar,married,primary,no,1509,yes,no,cellular,6,may,173.0,1,,0,unknown,no
37,technician,married,secondary,no,-301,no,no,cellular,30,apr,104.0,3,,0,unknown,no
27,technician,single,tertiary,no,7115,no,no,cellular,12,aug,137.0,1,,5,success,no
45,blue-collar,married,secondary,no,-189,yes,no,cellular,15,may,166.0,3,,2,failure,no
37,technician,married,tertiary,no,4366,no,yes,cellular,17,apr,324.0,3,,0,unknown,no
30,management,single,tertiary,no,6105,yes,no,cellular,30,apr,140.0,2,,3,failure,no
39,blue-collar,married,primary,no,92,yes,no,cellular,8,may,279.0,2,,0,unknown,no
35,admin.,married,secondary,no,10,no,no,cellular,27,jan,104.0,1,,1,success,no
56,admin.,divorced,secondary,no,1145,no,no,cellular,16,oct,97.0,1,,1,failure,no
42,management,single,tertiary,no,3910,yes,no,cellular,5,may,843.0,1,,1,failure,yes
56,blue-collar,married,secondary,no,486,no,no,telephone,11,may,52.0,2,,0,unknown,no
44,self-employed,divorced,secondary,no,2926,yes,no,cellular,3,apr,299.0,2,,0,unknown,no
39,admin.,single,secondary,no,0,yes,no,cellular,2,jun,150.0,1,,2,failure,no
34,management,married,tertiary,no,47,no,no,cellular,31,may,347.0,1,,1,success,yes
30,management,married,tertiary,no,943,no,no,cellular,21,apr,935.0,2,,0,unknown,yes
62,retired,married,primary,no,438,no,no,cellular,27,aug,514.0,3,,2,success,no
53,unknown,married,tertiary,no,1415,yes,no,cellular,15,apr,262.0,3,,0,unknown,no
47,blue-collar,married,secondary,no,597,yes,no,cellular,10,sep,110.0,2,,1,other,yes
36,admin.,married,secondary,no,0,yes,no,cellular,9,feb,114.0,1,,0,unknown,no
68,retired,married,secondary,no,8163,no,no,telephone,7,aug,198.0,1,,0,unknown,no
34,technician,single,tertiary,no,1227,yes,no,cellular,3,aug,244.0,2,,1,success,no
31,blue-collar,married,secondary,no,11135,yes,no,cellular,18,may,84.0,1,,0,unknown,no
36,management,married,tertiary,no,1761,yes,yes,cellular,5,jul,190.0,1,,3,success,no
32,technician,single,secondary,no,208,yes,no,cellular,3,jun,263.0,2,,0,unknown,no
34,management,married,tertiary,no,70,yes,no,cellular,9,mar,95.0,1,,3,other,yes
32,management,single,tertiary,no,984,yes,no,cellular,3,jun,421.0,2,,8,failure,no
51,blue-collar,married,primary,no,184,yes,no,cellular,6,may,542.0,1,,0,unknown,no
42,technician,married,tertiary,no,1509,no,no,cellular,27,jan,54.0,1,,9,failure,no
77,retired,divorced,tertiary,no,0,no,no,cellular,14,may,432.0,1,,0,unknown,no
38,management,married,tertiary,no,0,yes,no,cellular,8,may,143.0,1,,0,unknown,no
32,technician,single,secondary,no,1282,yes,no,cellular,14,may,590.0,2,,0,unknown,no
36,technician,married,secondary,no,7,yes,yes,cellular,1,jun,40.0,3,,0,unknown,no
36,blue-collar,married,tertiary,no,189,yes,no,cellular,20,apr,146.0,3,,2,failure,no
36,blue-collar,married,primary,no,49,yes,no,cellular,13,may,366.0,2,,1,failure,no
57,retired,married,secondary,no,951,no,no,cellular,6,sep,297.0,1,,12,success,yes
37,technician,single,tertiary,no,745,yes,no,cellular,20,apr,455.0,2,,2,failure,no
51,admin.,married,primary,no,438,yes,no,telephone,15,may,16.0,6,,0,unknown,no
74,retired,married,primary,no,3082,no,no,telephone,9,sep,876.0,2,,1,failure,yes
28,blue-collar,married,secondary,no,4,yes,no,cellular,20,apr,374.0,2,,2,failure,no
40,management,married,tertiary,no,691,no,no,cellular,19,aug,400.0,1,,0,unknown,yes
26,management,single,tertiary,no,7318,no,no,cellular,10,mar,559.0,1,,1,failure,yes
71,retired,married,secondary,no,454,no,no,cellular,23,sep,206.0,2,,2,success,no
44,services,married,secondary,no,185,no,yes,unknown,8,jun,69.0,1,,1,failure,no
29,blue-collar,married,primary,no,242,yes,no,telephone,13,may,70.0,6,,0,unknown,no
32,blue-collar,married,secondary,no,557,yes,no,cellular,20,apr,700.0,3,,4,failure,no
40,technician,single,tertiary,no,700,no,no,cellular,24,apr,371.0,1,,5,failure,no
53,services,married,secondary,no,417,yes,no,cellular,7,may,69.0,1,,0,unknown,no
32,management,married,tertiary,no,144,yes,no,cellular,17,apr,324.0,1,,0,unknown,no
31,management,married,tertiary,no,602,no,no,cellular,13,oct,126.0,1,,0,unknown,yes
67,unknown,married,unknown,no,4267,no,no,telephone,2,jul,199.0,2,,0,unknown,no
27,blue-collar,single,tertiary,no,1113,no,no,cellular,7,sep,152.0,2,,1,success,no
71,retired,single,secondary,no,2527,no,no,cellular,4,dec,232.0,2,,0,unknown,yes
45,admin.,married,secondary,no,0,no,no,telephone,13,aug,167.0,1,,1,failure,no
34,services,married,secondary,no,245,yes,yes,cellular,20,apr,377.0,2,,1,failure,no
49,admin.,married,secondary,no,221,yes,no,cellular,17,apr,234.0,1,,0,unknown,no
28,management,single,secondary,no,689,no,no,cellular,12,oct,149.0,1,,0,unknown,no
63,management,married,tertiary,no,2223,no,no,telephone,15,jul,209.0,1,,0,unknown,yes
38,technician,single,secondary,no,459,yes,no,cellular,17,apr,772.0,2,,0,unknown,no
50,self-employed,married,secondary,no,4089,no,no,cellular,30,apr,508.0,1,,2,failure,no
67,retired,married,secondary,no,0,no,no,cellular,18,may,222.0,3,,2,failure,no
35,admin.,single,secondary,no,267,yes,no,cellular,7,apr,926.0,1,,1,other,no
25,admin.,single,secondary,no,1270,no,no,cellular,4,sep,153.0,1,,0,unknown,no
34,admin.,single,tertiary,no,135,no,no,cellular,22,may,168.0,2,,0,unknown,no
31,management,single,tertiary,no,430,yes,no,cellular,13,apr,272.0,1,,0,unknown,no
44,blue-collar,single,primary,no,10,yes,no,cellular,15,may,40.0,2,,0,unknown,no
28,blue-collar,single,secondary,no,398,yes,no,cellular,18,may,380.0,1,,3,other,no
42,blue-collar,married,secondary,no,360,no,yes,unknown,12,aug,100.0,1,,0,unknown,no
33,entrepreneur,single,tertiary,no,606,no,no,cellular,29,oct,800.0,1,,2,other,yes
38,services,married,secondary,no,25,yes,no,telephone,27,apr,409.0,1,,2,failure,yes
37,housemaid,single,secondary,no,293,yes,no,telephone,5,may,151.0,2,,4,failure,no
38,blue-collar,married,secondary,no,1671,yes,no,cellular,4,may,551.0,1,,1,failure,no
35,blue-collar,married,secondary,no,417,yes,no,cellular,3,feb,259.0,1,,1,failure,no
56,management,divorced,primary,no,8011,yes,no,cellular,3,apr,83.0,1,,1,failure,no
55,self-employed,married,secondary,no,1087,no,no,cellular,29,apr,1314.0,1,,3,failure,yes
55,technician,divorced,secondary,no,219,no,no,cellular,4,may,269.0,8,,2,failure,no
43,services,married,secondary,no,2374,yes,no,telephone,16,sep,200.0,4,,1,success,yes
34,admin.,married,secondary,no,459,yes,no,cellular,20,apr,463.0,3,,0,unknown,no
49,management,divorced,tertiary,no,476,yes,no,cellular,26,apr,317.0,3,,9,other,yes
51,management,single,tertiary,no,316,no,no,cellular,6,mar,446.0,2,,2,other,no
54,admin.,married,secondary,no,122,no,no,cellular,12,mar,297.0,1,,0,unknown,no
36,management,single,tertiary,no,8023,no,no,cellular,4,jun,93.0,1,,1,success,no
48,blue-collar,married,primary,no,-800,yes,no,cellular,15,may,150.0,2,,2,failure,no
28,entrepreneur,married,tertiary,no,1074,yes,no,cellular,20,apr,54.0,1,,5,other,no
57,management,married,secondary,no,952,no,no,cellular,28,may,104.0,1,,0,unknown,no
54,management,divorced,tertiary,no,81,no,no,cellular,27,may,595.0,1,,1,success,no
42,admin.,divorced,secondary,no,506,yes,yes,cellular,12,may,52.0,2,,2,other,no
25,admin.,single,unknown,no,352,yes,no,cellular,15,jun,207.0,4,,0,unknown,yes
29,admin.,single,secondary,no,342,yes,yes,cellular,18,may,105.0,1,,0,unknown,no
35,admin.,divorced,secondary,no,-206,yes,no,cellular,6,may,355.0,1,,7,failure,no
39,technician,married,tertiary,no,3765,yes,no,cellular,5,sep,855.0,1,,0,unknown,yes
25,blue-collar,single,primary,no,448,yes,no,cellular,15,may,106.0,2,,0,unknown,no
28,management,single,tertiary,no,848,no,no,unknown,30,mar,222.0,1,,0,unknown,yes
48,services,married,unknown,no,3458,yes,no,cellular,8,may,202.0,3,,0,unknown,no
57,retired,divorced,secondary,no,2440,yes,no,cellular,12,may,113.0,2,,4,other,no
35,admin.,married,tertiary,no,254,no,no,cellular,25,may,256.0,1,,0,unknown,no
49,management,divorced,tertiary,no,-130,no,no,cellular,6,jul,98.0,3,,3,failure,no
