age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,blue-collar,married,secondary,,517,no,no,telephone,2,feb,101,1,336,13,other,yes
36,technician,divorced,secondary,,1,yes,no,unknown,26,may,76,2,-1,0,unknown,no
24,services,single,secondary,,356,no,no,telephone,2,feb,138,1,163,1,failure,no
50,technician,married,secondary,,112,yes,no,cellular,18,nov,236,1,92,2,other,no
51,management,married,tertiary,,-179,no,no,cellular,7,aug,291,2,-1,0,unknown,no
47,admin.,single,secondary,,1947,no,no,cellular,7,aug,205,3,-1,0,unknown,no
34,admin.,married,secondary,,199,yes,no,unknown,6,may,360,1,-1,0,unknown,no
32,entrepreneur,married,secondary,,206,yes,no,cellular,3,feb,96,2,-1,0,unknown,no
49,services,married,secondary,,438,yes,no,unknown,8,may,809,1,-1,0,unknown,no
55,management,married,tertiary,,-258,yes,yes,unknown,17,jun,126,2,-1,0,unknown,no
31,admin.,single,secondary,,1187,yes,no,cellular,28,jan,614,2,-1,0,unknown,yes
48,management,single,secondary,,1350,no,no,telephone,28,jul,13,16,-1,0,unknown,no
46,management,divorced,tertiary,,5752,no,no,cellular,7,jul,205,1,-1,0,unknown,no
60,management,married,tertiary,,315,yes,no,telephone,27,aug,176,5,-1,0,unknown,no
33,management,divorced,tertiary,,6,yes,no,cellular,26,aug,47,6,-1,0,unknown,no
45,admin.,married,tertiary,,230,no,no,cellular,16,jul,705,1,-1,0,unknown,no
47,housemaid,married,secondary,,1423,no,no,cellular,8,jul,267,4,-1,0,unknown,no
40,admin.,married,secondary,,7812,no,no,cellular,12,aug,206,2,-1,0,unknown,no
50,blue-collar,married,secondary,,1481,no,no,cellular,20,nov,173,1,377,4,other,yes
33,self-employed,single,primary,,471,no,no,cellular,6,jul,50,2,-1,0,unknown,no
41,blue-collar,married,secondary,,4436,yes,no,telephone,1,apr,146,1,-1,0,unknown,no
57,retired,married,secondary,,5121,no,no,cellular,20,apr,292,1,254,2,failure,no
63,retired,married,secondary,,161,no,yes,unknown,12,jun,139,12,-1,0,unknown,no
41,entrepreneur,married,primary,,193,yes,no,unknown,8,may,12,6,-1,0,unknown,no
50,technician,divorced,secondary,,3381,no,no,cellular,30,jul,28,4,-1,0,unknown,no
52,admin.,married,unknown,,381,no,yes,cellular,21,nov,294,4,-1,0,unknown,no
43,admin.,married,secondary,,210,no,yes,cellular,28,jul,70,3,-1,0,unknown,no
39,management,married,tertiary,,807,no,no,cellular,14,aug,70,3,105,9,success,no
33,blue-collar,married,secondary,,363,no,no,cellular,7,aug,154,2,-1,0,unknown,no
33,admin.,single,secondary,,890,no,no,cellular,2,jun,614,1,-1,0,unknown,yes
47,retired,married,secondary,,5720,no,no,cellular,29,jan,132,3,-1,0,unknown,no
44,blue-collar,married,secondary,,1,yes,no,cellular,13,may,259,1,-1,0,unknown,no
72,retired,married,primary,,662,no,no,telephone,17,nov,103,1,-1,0,unknown,no
45,technician,single,secondary,,417,yes,no,cellular,15,jul,255,4,-1,0,unknown,no
48,management,married,tertiary,,1765,no,no,telephone,28,jan,169,1,739,2,success,yes
31,admin.,married,secondary,,-239,yes,no,cellular,16,apr,20,4,-1,0,unknown,no
37,technician,single,tertiary,,1692,no,no,cellular,29,aug,2126,7,-1,0,unknown,yes
50,self-employed,married,tertiary,,2,yes,yes,cellular,5,feb,51,1,-1,0,unknown,no
30,admin.,married,primary,,701,yes,no,telephone,11,may,8,5,-1,0,unknown,no
27,admin.,single,secondary,,0,no,no,cellular,18,aug,127,4,-1,0,unknown,no
30,technician,married,secondary,,510,no,no,cellular,22,aug,59,3,-1,0,unknown,no
36,technician,single,tertiary,,0,yes,yes,unknown,19,may,184,1,-1,0,unknown,no
57,retired,married,primary,,718,no,no,cellular,29,may,184,1,344,3,other,no
48,blue-collar,married,primary,,219,no,no,cellular,13,may,342,1,39,1,other,yes
62,retired,married,primary,,-9,no,yes,cellular,2,feb,159,2,83,2,success,no
25,entrepreneur,single,unknown,,879,yes,no,unknown,13,may,356,1,-1,0,unknown,no
32,management,single,tertiary,,-558,yes,no,cellular,8,may,314,1,325,2,failure,no
42,management,married,tertiary,,709,no,no,unknown,26,jun,60,5,-1,0,unknown,no
59,retired,married,secondary,,2729,yes,no,cellular,12,aug,86,2,-1,0,unknown,no
34,technician,married,secondary,,4903,yes,no,unknown,2,jun,154,3,-1,0,unknown,no
48,admin.,married,secondary,,600,yes,no,cellular,16,jul,72,4,-1,0,unknown,no
41,services,single,secondary,,443,yes,no,telephone,8,may,173,1,228,6,failure,no
50,technician,married,secondary,,4784,no,no,cellular,7,jul,1335,1,-1,0,unknown,no
43,entrepreneur,married,secondary,,67,yes,no,unknown,9,may,468,1,-1,0,unknown,no
48,management,married,secondary,,11,no,no,cellular,30,jul,430,7,-1,0,unknown,no
36,technician,single,tertiary,,5531,no,no,cellular,17,nov,111,1,-1,0,unknown,no
59,housemaid,divorced,primary,,76,no,no,unknown,10,dec,205,1,-1,0,unknown,no
45,management,divorced,tertiary,,786,no,no,unknown,14,may,655,1,-1,0,unknown,no
26,services,single,secondary,,501,yes,no,cellular,8,jul,1186,2,-1,0,unknown,no
31,admin.,married,secondary,,1143,no,no,unknown,26,may,360,1,-1,0,unknown,no
26,blue-collar,single,secondary,,536,yes,no,cellular,17,apr,339,1,-1,0,unknown,no
38,management,married,tertiary,,1040,no,no,telephone,18,dec,83,1,182,2,success,no
28,management,single,tertiary,,-282,no,no,unknown,3,jun,108,3,-1,0,unknown,no
48,admin.,married,secondary,,0,no,no,unknown,7,may,114,1,-1,0,unknown,no
29,technician,single,secondary,,7,yes,no,cellular,24,jul,55,2,-1,0,unknown,no
30,blue-collar,married,primary,,2749,yes,no,cellular,11,aug,93,11,-1,0,unknown,no
37,management,divorced,tertiary,,7,yes,no,unknown,7,may,299,1,-1,0,unknown,no
53,management,married,secondary,,-146,no,no,unknown,28,may,457,1,-1,0,unknown,no
24,technician,single,secondary,,608,no,no,telephone,25,sep,295,1,-1,0,unknown,yes
30,housemaid,married,primary,,4741,no,no,telephone,16,jul,190,4,-1,0,unknown,no
23,admin.,single,tertiary,,15,no,no,telephone,29,aug,82,4,-1,0,unknown,no
25,technician,single,secondary,,46,no,no,cellular,18,jul,112,2,-1,0,unknown,no
37,management,married,tertiary,,6271,yes,no,cellular,13,apr,150,2,208,14,failure,no
43,services,divorced,secondary,,173,yes,no,unknown,19,may,139,2,-1,0,unknown,no
43,self-employed,married,tertiary,,294,yes,no,cellular,28,jul,227,2,-1,0,unknown,no
46,admin.,married,secondary,,466,no,yes,cellular,5,feb,294,1,-1,0,unknown,no
33,management,single,tertiary,,-1193,yes,yes,unknown,12,may,311,2,-1,0,unknown,no
54,admin.,married,primary,,0,yes,no,unknown,7,may,66,1,-1,0,unknown,no
36,management,single,tertiary,,102,no,no,cellular,17,jul,167,3,92,1,success,yes
55,management,married,tertiary,,-183,yes,no,unknown,8,may,1434,2,-1,0,unknown,yes
51,blue-collar,married,secondary,,382,yes,no,unknown,9,may,200,4,-1,0,unknown,no
50,blue-collar,married,secondary,,20,yes,no,telephone,13,may,39,6,-1,0,unknown,no
35,blue-collar,single,unknown,,2219,yes,no,cellular,14,jul,112,2,-1,0,unknown,no
52,retired,married,secondary,,14129,no,no,cellular,3,feb,241,4,56,10,failure,no
43,admin.,single,secondary,,5714,no,no,cellular,18,jul,380,3,-1,0,unknown,no
37,services,married,secondary,,396,no,no,cellular,12,aug,12,8,-1,0,unknown,no
32,blue-collar,single,primary,,366,yes,no,unknown,8,may,222,6,-1,0,unknown,no
59,retired,married,primary,,-186,no,no,unknown,18,jun,44,5,-1,0,unknown,no
67,retired,single,primary,,10891,yes,yes,unknown,8,may,162,3,-1,0,unknown,no
43,unemployed,married,primary,,0,no,no,cellular,20,aug,112,13,-1,0,unknown,no
53,blue-collar,married,primary,,258,yes,no,unknown,5,may,385,1,-1,0,unknown,no
51,blue-collar,married,unknown,,2801,no,no,cellular,8,jul,192,2,96,3,success,yes
26,management,single,tertiary,,921,no,no,unknown,8,may,244,1,-1,0,unknown,yes
31,technician,married,secondary,,0,no,yes,cellular,6,nov,83,1,-1,0,unknown,no
39,technician,married,secondary,,1665,yes,no,unknown,29,may,770,7,-1,0,unknown,no
33,blue-collar,married,secondary,,4265,yes,yes,unknown,12,jun,54,3,-1,0,unknown,no
42,technician,divorced,secondary,,42,no,yes,cellular,30,jan,223,1,-1,0,unknown,no
54,retired,married,secondary,,1446,no,yes,cellular,11,aug,84,3,-1,0,unknown,no
43,blue-collar,married,primary,,1134,yes,no,cellular,10,jul,118,1,-1,0,unknown,no
38,technician,single,tertiary,,3912,no,no,cellular,13,may,86,3,272,1,success,no
33,management,single,tertiary,,0,yes,no,unknown,4,jun,18,5,-1,0,unknown,no
33,management,single,tertiary,,0,no,no,cellular,15,jul,278,2,-1,0,unknown,no
39,management,married,tertiary,,605,no,no,unknown,12,jun,103,1,-1,0,unknown,no
39,technician,married,tertiary,,0,yes,no,cellular,30,jan,353,1,-1,0,unknown,no
27,management,single,secondary,,201,yes,yes,cellular,6,feb,147,1,-1,0,unknown,no
46,blue-collar,married,secondary,,6,yes,yes,unknown,12,may,147,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,,0,yes,no,unknown,28,may,250,4,-1,0,unknown,no
51,blue-collar,married,primary,,26413,yes,no,unknown,14,may,274,2,-1,0,unknown,no
37,management,married,tertiary,,328,no,no,cellular,12,aug,154,2,-1,0,unknown,no
57,management,married,tertiary,,1514,no,no,cellular,8,oct,323,1,92,1,success,no
42,management,married,tertiary,,1860,yes,no,unknown,21,may,94,1,-1,0,unknown,no
42,services,married,secondary,,530,yes,no,cellular,20,nov,263,1,-1,0,unknown,no
32,technician,single,tertiary,,2123,no,no,cellular,5,aug,110,2,152,1,other,no
44,technician,single,secondary,,1298,no,no,cellular,17,nov,189,3,183,1,success,no
39,retired,married,secondary,,658,no,no,cellular,30,jul,205,1,-1,0,unknown,no
35,blue-collar,married,primary,,541,no,no,unknown,22,jun,94,1,-1,0,unknown,no
48,services,divorced,secondary,,456,yes,no,unknown,4,jun,160,1,-1,0,unknown,no
30,management,single,tertiary,,-9,yes,no,cellular,13,may,333,2,350,1,failure,no
76,retired,married,primary,,983,no,no,unknown,20,jun,30,9,-1,0,unknown,no
51,blue-collar,married,primary,,-36,no,no,cellular,17,nov,336,2,-1,0,unknown,no
58,technician,married,tertiary,,0,no,no,cellular,14,oct,106,1,-1,0,unknown,no
39,management,married,secondary,,234,no,no,unknown,5,jun,56,15,-1,0,unknown,no
39,blue-collar,married,primary,,397,yes,no,unknown,3,jul,538,5,-1,0,unknown,yes
58,retired,married,secondary,,1139,no,no,cellular,20,nov,510,1,-1,0,unknown,no
51,services,single,secondary,,183,no,no,unknown,9,jun,150,1,-1,0,unknown,no
42,management,married,tertiary,,16640,no,no,unknown,5,jun,42,1,-1,0,unknown,no
37,technician,married,secondary,,1210,no,no,unknown,5,jun,212,1,-1,0,unknown,no
47,technician,married,secondary,,6121,no,no,cellular,29,aug,55,8,-1,0,unknown,no
49,entrepreneur,married,tertiary,,264,yes,no,cellular,7,may,346,3,-1,0,unknown,no
56,management,married,tertiary,,648,yes,no,unknown,3,jun,149,1,-1,0,unknown,no
23,management,married,tertiary,,4522,yes,no,cellular,17,nov,837,1,-1,0,unknown,yes
54,technician,married,secondary,,4800,no,no,cellular,18,aug,117,4,-1,0,unknown,no
26,student,single,secondary,,3339,no,no,cellular,8,apr,96,2,-1,0,unknown,no
36,blue-collar,married,unknown,,132,no,yes,unknown,27,may,124,1,-1,0,unknown,no
41,admin.,single,tertiary,,123,no,no,unknown,5,jun,11,5,-1,0,unknown,no
37,admin.,married,secondary,,197,yes,no,cellular,5,feb,480,1,362,4,failure,no
32,admin.,married,tertiary,,-88,yes,yes,unknown,28,may,219,2,-1,0,unknown,no
48,technician,married,tertiary,,960,no,no,unknown,5,may,52,1,-1,0,unknown,no
50,management,married,tertiary,,3870,no,no,telephone,21,nov,199,1,-1,0,unknown,no
36,technician,married,secondary,,3123,no,no,cellular,2,feb,88,2,-1,0,unknown,no
49,technician,married,secondary,,2145,yes,no,telephone,24,jul,76,2,-1,0,unknown,no
45,housemaid,married,secondary,,127,no,no,cellular,14,aug,102,2,-1,0,unknown,no
36,technician,single,unknown,,1148,no,no,unknown,20,jun,14,2,-1,0,unknown,no
36,blue-collar,married,secondary,,524,yes,yes,cellular,18,jun,268,1,160,4,failure,yes
36,blue-collar,divorced,secondary,,1306,no,no,telephone,31,jul,65,2,-1,0,unknown,no
67,retired,married,primary,,544,no,no,cellular,12,aug,157,2,-1,0,unknown,no
53,blue-collar,married,primary,,68,yes,no,cellular,17,apr,228,1,-1,0,unknown,no
28,student,single,unknown,,42,yes,no,unknown,16,jun,253,2,-1,0,unknown,yes
55,blue-collar,married,secondary,,591,no,no,cellular,30,jul,115,15,-1,0,unknown,yes
39,blue-collar,married,secondary,,396,yes,yes,cellular,21,nov,240,3,-1,0,unknown,no
43,blue-collar,married,secondary,,-151,yes,no,cellular,28,jul,29,5,-1,0,unknown,no
45,technician,married,secondary,,1697,no,no,cellular,4,may,129,1,449,3,failure,no
49,blue-collar,married,secondary,,4734,yes,no,unknown,19,may,223,3,-1,0,unknown,no
37,self-employed,single,secondary,,9,no,no,cellular,28,jan,90,1,-1,0,unknown,no
49,services,married,primary,,0,yes,no,cellular,24,jul,278,2,-1,0,unknown,no
32,management,single,secondary,,219,yes,no,telephone,11,may,47,2,244,1,failure,no
50,blue-collar,married,primary,,2540,no,no,unknown,9,jun,236,1,-1,0,unknown,no
22,technician,single,secondary,,291,yes,yes,cellular,13,apr,224,5,93,2,other,no
38,management,single,secondary,,630,yes,no,unknown,26,may,232,2,-1,0,unknown,no
44,management,married,secondary,,2335,yes,no,cellular,22,may,395,6,-1,0,unknown,no
57,blue-collar,married,primary,,3092,yes,no,telephone,8,may,175,2,154,1,success,no
37,blue-collar,married,secondary,,180,yes,no,unknown,8,may,238,3,-1,0,unknown,no
35,management,married,primary,,892,yes,no,unknown,15,may,101,2,-1,0,unknown,no
30,admin.,single,secondary,,241,yes,no,cellular,25,aug,1245,4,-1,0,unknown,yes
38,entrepreneur,married,secondary,,3147,yes,yes,unknown,3,jun,59,1,-1,0,unknown,no
36,services,married,secondary,,52,yes,no,cellular,18,may,286,2,364,1,failure,no
42,technician,single,tertiary,,5,no,no,cellular,9,jul,171,3,-1,0,unknown,no
62,management,married,tertiary,,324,no,yes,cellular,19,aug,115,2,-1,0,unknown,no
35,technician,single,tertiary,,3238,no,no,cellular,30,jul,468,2,-1,0,unknown,no
37,management,married,tertiary,,1822,no,no,cellular,8,jul,229,1,120,2,success,yes
48,entrepreneur,married,primary,,1662,no,no,unknown,26,may,36,1,-1,0,unknown,no
51,management,married,tertiary,,437,yes,no,telephone,14,may,43,3,23,2,other,no
40,management,single,tertiary,,224,no,no,telephone,13,oct,394,1,-1,0,unknown,yes
31,technician,single,secondary,,6851,yes,no,cellular,26,may,491,2,340,2,failure,yes
38,self-employed,married,secondary,,48,no,no,unknown,21,may,77,1,-1,0,unknown,no
54,retired,married,primary,,643,no,no,cellular,18,nov,697,2,-1,0,unknown,no
39,management,married,tertiary,,700,yes,no,unknown,12,may,346,10,-1,0,unknown,no
34,technician,married,secondary,,-1230,yes,no,cellular,18,may,241,1,-1,0,unknown,no
55,retired,married,tertiary,,3481,no,no,unknown,16,jun,281,2,-1,0,unknown,no
37,services,single,unknown,,566,no,no,cellular,11,aug,130,1,-1,0,unknown,no
26,student,single,secondary,,4647,no,no,cellular,20,aug,139,1,-1,0,unknown,no
31,admin.,single,tertiary,,229,yes,no,cellular,21,nov,286,2,-1,0,unknown,no
29,blue-collar,married,primary,,0,yes,no,cellular,12,may,240,1,-1,0,unknown,no
47,management,single,tertiary,,1326,no,no,cellular,11,aug,755,3,-1,0,unknown,yes
46,management,married,tertiary,,476,no,no,telephone,27,jul,157,1,-1,0,unknown,yes
55,blue-collar,married,secondary,,3102,no,no,cellular,9,feb,14,5,-1,0,unknown,no
34,housemaid,married,tertiary,,4265,yes,no,telephone,13,may,537,4,-1,0,unknown,no
43,management,married,tertiary,,1116,yes,no,cellular,9,jul,1022,3,-1,0,unknown,yes
43,blue-collar,married,primary,,4,no,no,cellular,19,aug,498,2,-1,0,unknown,no
55,admin.,married,tertiary,,1277,no,yes,cellular,23,jul,366,1,-1,0,unknown,no
55,entrepreneur,married,tertiary,,774,yes,no,cellular,17,apr,119,4,72,7,other,no
41,admin.,single,tertiary,,4047,yes,no,cellular,18,may,220,2,92,2,success,no
31,blue-collar,married,primary,,473,no,no,unknown,6,jun,241,2,-1,0,unknown,no
35,technician,single,tertiary,,771,yes,no,cellular,2,oct,106,1,14,3,other,no
39,blue-collar,married,primary,,-322,yes,yes,unknown,8,may,155,5,-1,0,unknown,no
54,management,single,tertiary,,12492,no,no,cellular,1,jun,179,1,-1,0,unknown,no
42,blue-collar,married,primary,,2644,yes,no,unknown,20,may,259,2,-1,0,unknown,no
34,technician,married,secondary,,110,no,yes,cellular,26,aug,54,1,-1,0,unknown,no
41,technician,single,secondary,,990,yes,no,unknown,30,may,282,2,-1,0,unknown,no
41,unknown,married,unknown,,555,no,no,cellular,2,feb,121,1,387,2,failure,yes
43,management,married,tertiary,,229,no,no,telephone,17,sep,67,5,-1,0,unknown,no
38,technician,single,tertiary,,-231,no,no,cellular,13,aug,72,1,-1,0,unknown,no
51,management,single,unknown,,1994,no,no,cellular,6,aug,83,2,335,4,other,no
40,admin.,married,secondary,,122,yes,no,cellular,20,nov,406,1,92,15,failure,no
37,management,married,tertiary,,191,yes,yes,unknown,6,may,331,1,-1,0,unknown,no
40,blue-collar,single,secondary,,104,yes,no,cellular,2,feb,114,2,228,2,failure,no
53,technician,married,secondary,,0,no,no,cellular,10,jul,217,7,-1,0,unknown,no
31,services,married,secondary,,275,yes,no,unknown,27,may,333,1,-1,0,unknown,no
55,entrepreneur,married,unknown,,12281,no,yes,unknown,8,may,656,2,-1,0,unknown,no
33,unemployed,divorced,secondary,,96275,yes,no,unknown,8,may,297,2,-1,0,unknown,no
53,admin.,married,unknown,,412,no,no,unknown,30,jul,8,1,-1,0,unknown,no
35,entrepreneur,married,tertiary,,451,yes,no,cellular,20,apr,101,2,-1,0,unknown,no
35,management,married,tertiary,,1526,yes,no,cellular,30,apr,108,1,111,1,other,no
33,technician,single,unknown,,442,no,no,cellular,7,aug,1134,2,-1,0,unknown,no
46,blue-collar,married,secondary,,-188,no,yes,cellular,18,nov,149,2,-1,0,unknown,no
48,blue-collar,divorced,primary,,1066,yes,no,telephone,21,nov,277,2,-1,0,unknown,no
44,management,married,tertiary,,508,yes,no,cellular,18,nov,111,2,-1,0,unknown,no
36,management,married,tertiary,,1840,no,no,cellular,13,may,188,1,-1,0,unknown,no
39,entrepreneur,married,tertiary,,0,yes,no,unknown,13,may,150,4,-1,0,unknown,no
46,technician,married,secondary,,2278,no,no,cellular,19,nov,112,1,-1,0,unknown,no
45,admin.,married,primary,,1190,no,yes,cellular,20,apr,478,2,-1,0,unknown,no
48,blue-collar,married,secondary,,7426,no,no,unknown,9,jul,174,2,-1,0,unknown,no
44,technician,married,secondary,,-364,yes,no,telephone,18,may,24,11,233,1,other,no
32,blue-collar,married,primary,,-96,yes,no,cellular,20,apr,466,2,187,1,other,no
57,services,married,unknown,,1173,no,no,cellular,3,feb,24,6,-1,0,unknown,no
55,admin.,married,secondary,,7053,no,no,unknown,20,jun,19,15,-1,0,unknown,no
25,blue-collar,married,primary,,2932,yes,no,cellular,16,apr,399,1,-1,0,unknown,no
61,retired,divorced,secondary,,75,no,no,cellular,11,may,257,1,-1,0,unknown,yes
30,management,married,primary,,58,no,yes,cellular,22,aug,70,9,-1,0,unknown,no
37,management,married,tertiary,,199,yes,no,cellular,13,may,447,1,-1,0,unknown,yes
51,blue-collar,married,secondary,,5323,yes,no,unknown,4,jun,18,3,-1,0,unknown,no
32,admin.,married,secondary,,125,no,no,cellular,18,aug,93,1,-1,0,unknown,no
35,admin.,single,secondary,,1691,no,no,unknown,16,jun,161,3,-1,0,unknown,no
46,entrepreneur,married,primary,,307,yes,no,cellular,8,aug,154,2,-1,0,unknown,no
35,technician,married,secondary,,0,no,yes,unknown,12,jun,125,5,-1,0,unknown,no
37,management,single,secondary,,10,yes,no,cellular,15,may,119,2,335,2,failure,no
32,blue-collar,married,primary,,213,yes,yes,cellular,25,jul,319,1,-1,0,unknown,no
55,blue-collar,married,secondary,,584,no,no,unknown,17,jun,44,8,-1,0,unknown,no
56,management,married,primary,,217,no,yes,telephone,5,feb,182,4,-1,0,unknown,no
21,blue-collar,single,secondary,,27,yes,no,cellular,20,nov,164,2,-1,0,unknown,no
54,retired,married,secondary,,3156,no,no,cellular,24,may,271,1,-1,0,unknown,yes
56,services,married,secondary,,654,no,no,cellular,29,aug,125,3,-1,0,unknown,no
48,blue-collar,married,primary,,0,yes,no,cellular,11,aug,223,1,-1,0,unknown,no
